title,genres,age,rating
"Amityville Horror, The (1979)",Horror,30.92394366197183,2.9380281690140846
Amityville II: The Possession (1982),Horror,29.321428571428573,2.107142857142857
Amityville: A New Generation (1993),Horror,29.26086956521739,1.6521739130434783
Amityville: Dollhouse (1996),Horror,31.636363636363637,1.6818181818181819
Among Giants (1998),Drama|Romance,30.444444444444443,3.7777777777777777
Amos & Andrew (1993),Comedy,30.185185185185187,2.765432098765432
An Unforgettable Summer (1994),Drama,25.0,3.0
Anaconda (1997),Action|Adventure|Thriller,28.260651629072683,2.200501253132832
Analyze This (1999),Comedy,29.165584415584416,3.3944805194805197
Anastasia (1997),Animation|Children's|Musical,25.674342105263158,3.5032894736842106
Anatomy (Anatomie) (2000),Horror,15.0,2.7
Anatomy of a Murder (1959),Drama|Mystery,40.73869346733668,4.231155778894473
Anchors Aweigh (1945),Comedy|Musical,37.689320388349515,3.6310679611650487
And God Created Woman (1988),Comedy|Drama|Romance,32.975,2.375
And God Created Woman (Et Dieu&#8230;Créa la Femme) (1956),Drama,46.642857142857146,3.392857142857143
And Now for Something Completely Different (1971),Comedy,29.698447893569845,4.137472283813747
And the Band Played On (1993),Drama,30.859649122807017,3.9298245614035086
And the Ship Sails On (E la nave va) (1984),Comedy|War,34.1,3.25
Andre (1994),Adventure|Children's,24.8,2.963636363636364
Angel Baby (1995),Drama,31.096153846153847,3.25
Angel Heart (1987),Film-Noir|Mystery|Thriller,31.578125,3.404017857142857
Angel and the Badman (1947),Western,42.6078431372549,3.392156862745098
Angel on My Shoulder (1946),Crime|Drama,42.7,3.45
Angela (1995),Drama,45.0,4.0
Angela's Ashes (1999),Drama,32.355555555555554,3.4133333333333336
Angels and Insects (1995),Drama|Romance,33.845360824742265,3.402061855670103
Angels in the Outfield (1994),Children's|Comedy,26.45748987854251,2.769230769230769
Angus (1995),Comedy,22.544827586206896,3.3241379310344827
Animal House (1978),Comedy,30.765534382767193,4.053024026512014
Anna (1996),Drama,45.0,4.0
Anna Karenina (1997),Drama|Romance,33.04,3.16
Anna and the King (1999),Drama|Romance,31.375375375375377,3.4144144144144146
Anne Frank Remembered (1995),Documentary,37.19512195121951,4.097560975609756
Annie Hall (1977),Comedy|Romance,34.40929535232384,4.14167916041979
Another Day in Paradise (1998),Drama,31.5531914893617,3.3617021276595747
Another Man's Poison (1952),Crime|Drama,50.0,4.0
Another Stakeout (1993),Comedy|Thriller,29.06145251396648,2.4804469273743015
Antonia's Line (Antonia) (1995),Drama,37.46067415730337,3.8764044943820224
Antz (1998),Animation|Children's,26.815503875968993,3.483720930232558
Any Given Sunday (1999),Drama,27.821946169772257,3.1262939958592133
Anywhere But Here (1999),Drama,26.453416149068325,2.950310559006211
Aparajito (1956),Drama,34.0,4.173913043478261
"Apartment, The (1960)",Comedy|Drama,36.0431654676259,4.127098321342926
"Ape, The (1940)",Horror|Sci-Fi,42.5,2.1666666666666665
Apocalypse Now (1979),Drama|War,30.539115646258505,4.243197278911564
Apollo 13 (1995),Drama,29.89048760991207,4.073541167066347
"Apostle, The (1997)",Drama,32.774946921443735,3.7261146496815285
"Apple Dumpling Gang Rides Again, The (1979)",Children's|Comedy|Western,29.990825688073393,2.6605504587155964
"Apple Dumpling Gang, The (1975)",Children's|Comedy|Western,29.94396551724138,2.978448275862069
"Apple, The (Sib) (1998)",Drama,29.555555555555557,4.666666666666667
April Fool's Day (1986),Comedy|Horror,24.974137931034484,3.0
Apt Pupil (1998),Drama|Thriller,26.9572192513369,3.106951871657754
Arachnophobia (1990),Action|Comedy|Sci-Fi|Thriller,28.392099487929773,3.0029261155815656
Arguing the World (1996),Documentary,33.54545454545455,3.909090909090909
"Aristocats, The (1970)",Animation|Children's,26.154676258992804,3.352517985611511
Arlington Road (1999),Thriller,28.323343848580443,3.504731861198738
Armageddon (1998),Action|Adventure|Sci-Fi|Thriller,27.488288288288288,3.191891891891892
Armed and Dangerous (1986),Comedy|Crime,27.2,2.476923076923077
Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi,25.761904761904763,3.804232804232804
Around the World in 80 Days (1956),Adventure|Comedy,40.732342007434944,3.6022304832713754
"Arrival, The (1996)",Action|Sci-Fi|Thriller,28.91127098321343,3.1510791366906474
Arsenic and Old Lace (1944),Comedy|Mystery|Thriller,35.433035714285715,4.168154761904762
"Art of War, The (2000)",Action,26.819444444444443,2.7847222222222223
Artemisia (1997),Drama,36.15625,3.6875
Arthur (1981),Comedy|Romance,32.77153558052434,3.4269662921348316
As Good As It Gets (1997),Comedy|Drama,29.0498595505618,3.9501404494382024
Ashes of Time (1994),Drama,25.0,3.75
"Asphalt Jungle, The (1950)",Crime|Film-Noir,38.82781456953642,3.9271523178807946
Assassination (1987),Action,35.95652173913044,2.9130434782608696
Assassins (1995),Thriller,26.150793650793652,2.857142857142857
Assault on Precinct 13 (1976),Action|Thriller,33.58163265306123,3.5714285714285716
"Assignment, The (1997)",Thriller,32.02040816326531,3.5918367346938775
"Associate, The (1996)",Comedy,28.88,3.0
"Astronaut's Wife, The (1999)",Sci-Fi|Thriller,29.679878048780488,2.442073170731707
Asylum (1972),Horror,37.64705882352941,2.823529411764706
At First Sight (1999),Drama,26.256756756756758,2.7972972972972974
Atlantic City (1980),Crime|Drama|Romance,39.483552631578945,3.8322368421052633
Attack of the Killer Tomatoes! (1980),Comedy|Horror,30.033980582524272,2.6067961165048543
Audrey Rose (1977),Horror,33.54,3.18
August (1996),Drama,34.0,1.5
Auntie Mame (1958),Comedy|Drama,35.97445255474452,3.835766423357664
Austin Powers: International Man of Mystery (1997),Comedy,25.78838174273859,3.7103734439834026
Austin Powers: The Spy Who Shagged Me (1999),Comedy,26.319386331938635,3.388423988842399
Autopsy (Macchie Solari) (1975),Horror,53.0,1.5
Autumn Sonata (Höstsonaten ) (1978),Drama,36.6,3.7333333333333334
"Autumn Tale, An (Conte d'automne) (1998)",Romance,36.51063829787234,3.8297872340425534
Autumn in New York (2000),Drama|Romance,28.042735042735043,2.128205128205128
Avalanche (1978),Action,39.94117647058823,2.5294117647058822
"Avengers, The (1998)",Action|Adventure,29.850694444444443,1.9965277777777777
Awakenings (1990),Drama,30.110294117647058,3.7808823529411764
"Awfully Big Adventure, An (1995)",Drama,27.217391304347824,2.782608695652174
Ayn Rand: A Sense of Life (1997),Documentary,32.125,4.125
B*A*P*S (1997),Comedy,27.03846153846154,1.8076923076923077
B. Monkey (1998),Romance|Thriller,31.894736842105264,3.473684210526316
BASEketball (1998),Comedy,23.19672131147541,2.9945355191256833
Babe (1995),Children's|Comedy|Drama,29.784123358081096,3.8914905768132497
Babe: Pig in the City (1998),Children's|Comedy,29.326959847036328,3.2906309751434035
Babes in Toyland (1961),Children's|Fantasy|Musical,31.864197530864196,2.9876543209876543
Baby Geniuses (1999),Comedy,25.048780487804876,1.701219512195122
"Baby, The (1973)",Horror,18.0,5.0
"Baby-Sitters Club, The (1995)",Children's,20.11904761904762,2.4285714285714284
Baby... Secret of the Lost Legend (1985),Adventure|Sci-Fi,30.513274336283185,2.106194690265487
Babyfever (1994),Comedy|Drama,42.75,3.0
"Babysitter, The (1995)",Drama|Thriller,29.171875,2.625
Bachelor Party (1984),Comedy,27.76388888888889,3.138888888888889
"Bachelor, The (1999)",Comedy|Romance,25.908730158730158,2.4801587301587302
Back Stage (2000),Documentary,45.0,3.0
Back to School (1986),Comedy,27.350282485875706,3.1497175141242937
Back to the Future (1985),Comedy|Sci-Fi,29.89547038327526,3.9903213317847466
Back to the Future Part II (1989),Comedy|Sci-Fi,28.147668393782382,3.3436960276338517
Back to the Future Part III (1990),Comedy|Sci-Fi|Western,28.263937282229964,3.2421602787456445
Backbeat (1993),Drama|Musical,28.983333333333334,3.525
Backdraft (1991),Action|Drama,28.915995397008054,3.440736478711162
Bad Boys (1995),Action,24.082872928176794,3.2955801104972378
Bad Company (1995),Action,29.575,2.9
Bad Girls (1994),Western,32.0,2.4269662921348316
Bad Lieutenant (1992),Crime|Drama,29.432748538011698,3.2046783625730995
Bad Moon (1996),Horror,26.0,2.0555555555555554
"Bad Seed, The (1956)",Drama|Thriller,37.811023622047244,3.748031496062992
Bad Taste (1987),Comedy|Horror,26.203703703703702,3.4074074074074074
Badlands (1973),Crime|Drama,33.655601659751035,4.078838174273859
Bait (2000),Action|Comedy,27.333333333333332,2.7333333333333334
"Ballad of Narayama, The (Narayama Bushiko) (1958)",Drama,35.375,3.625
"Ballad of Narayama, The (Narayama Bushiko) (1982)",Drama,33.578947368421055,3.9473684210526314
"Ballad of Ramblin' Jack, The (2000)",Documentary,32.611111111111114,3.5
Balto (1995),Animation|Children's,26.454545454545453,3.2626262626262625
"Bamba, La (1987)",Drama,30.026315789473685,3.330827067669173
Bambi (1942),Animation|Children's,28.561969439728355,3.738539898132428
Bamboozled (2000),Comedy,26.208333333333332,3.0520833333333335
Bananas (1971),Comedy|War,34.696236559139784,3.836021505376344
"Band Wagon, The (1953)",Comedy|Musical,39.28169014084507,3.6338028169014085
Band of the Hand (1986),Action,29.17948717948718,2.3076923076923075
Bandit Queen (1994),Drama,33.97674418604651,3.7906976744186047
Bandits (1997),Drama,24.555555555555557,3.7777777777777777
"Bank Dick, The (1940)",Comedy,40.72108843537415,3.993197278911565
Baraka (1992),Documentary,26.977777777777778,3.888888888888889
Barb Wire (1996),Action|Sci-Fi,28.766666666666666,2.03
Barbarella (1968),Adventure|Sci-Fi,33.645077720207254,3.0155440414507773
Barcelona (1994),Comedy|Romance,30.067307692307693,3.485576923076923
"Barefoot Executive, The (1971)",Children's|Comedy,34.175,2.925
Barefoot in the Park (1967),Comedy,36.04145077720207,3.5906735751295336
Barenaked in America (1999),Documentary,24.46875,2.90625
Barney's Great Adventure (1998),Adventure|Children's,28.6,1.55
Barry Lyndon (1975),Drama,35.396449704142015,3.5502958579881656
Basic Instinct (1992),Mystery|Thriller,30.0,3.5419440745672435
"Basketball Diaries, The (1995)",Drama,26.77900552486188,3.541436464088398
Basquiat (1996),Drama,29.330708661417322,3.4960629921259843
Bastard Out of Carolina (1996),Drama,30.58730158730159,3.6507936507936507
"Bat Whispers, The (1930)",Crime|Drama|Mystery,35.0,2.0
"Bat, The (1959)",Horror,41.875,2.625
Batman & Robin (1997),Action|Adventure|Crime,26.321782178217823,2.257425742574257
Batman (1989),Action|Adventure|Crime|Drama,28.44095038434661,3.6009783368273935
Batman Forever (1995),Action|Adventure|Comedy|Crime,26.07335907335907,2.642213642213642
Batman Returns (1992),Action|Adventure|Comedy|Crime,26.64112512124151,2.9767216294859358
Batman: Mask of the Phantasm (1993),Animation|Children's,24.017241379310345,3.560344827586207
Bats (1999),Horror|Thriller,26.53731343283582,1.835820895522388
Battle for the Planet of the Apes (1973),Action|Sci-Fi,33.01602564102564,2.8333333333333335
"Battle of the Sexes, The (1959)",Comedy,38.25,3.75
Battlefield Earth (2000),Action|Sci-Fi,27.514619883040936,1.6111111111111112
"Battleship Potemkin, The (Bronenosets Potyomkin) (1925)",Drama|War,33.2991452991453,3.97008547008547
Battling Butler (1926),Comedy,37.6,3.4
Bay of Blood (Reazione a catena) (1971),Horror,25.0,1.6666666666666667
Beach Party (1963),Comedy,40.57446808510638,2.6382978723404253
"Beach, The (2000)",Adventure|Drama,25.78014184397163,2.702127659574468
Bean (1997),Comedy,26.625,2.685
"Beans of Egypt, Maine, The (1994)",Drama,40.125,3.625
"Bear, The (1988)",Adventure,30.417142857142856,3.3714285714285714
Beat the Devil (1954),Comedy|Drama,37.83783783783784,3.4054054054054053
"Beautician and the Beast, The (1997)",Comedy|Romance,29.445945945945947,2.4324324324324325
Beautiful (2000),Comedy|Drama,29.175,2.3
Beautiful Girls (1996),Drama,25.46153846153846,3.7252747252747254
Beautiful People (1999),Comedy,32.0377358490566,3.339622641509434
Beautiful Thing (1996),Drama|Romance,29.033333333333335,4.066666666666666
Beauty (1998),Drama,45.0,3.0
Beauty and the Beast (1991),Animation|Children's|Musical,27.280188679245285,3.8858490566037736
Beavis and Butt-head Do America (1996),Animation|Comedy,24.88,3.04
Bed of Roses (1996),Drama|Romance,26.233333333333334,2.975
Bedknobs and Broomsticks (1971),Adventure|Children's|Musical,27.774294670846395,3.479623824451411
"Bedroom Window, The (1987)",Thriller,34.12280701754386,3.491228070175439
Bedrooms & Hallways (1998),Comedy|Romance,30.80952380952381,3.380952380952381
Beefcake (1999),Drama,32.5,2.75
Beetlejuice (1988),Comedy|Fantasy,28.567892976588627,3.5678929765886287
Before Sunrise (1995),Drama|Romance,27.69375,3.80625
Before and After (1996),Drama|Mystery,30.264150943396228,2.981132075471698
Before the Rain (Pred dozhdot) (1994),Drama,31.785714285714285,4.25
Being Human (1993),Drama,33.06896551724138,2.5172413793103448
Being John Malkovich (1999),Comedy,28.71173583221776,4.125390450691656
Being There (1979),Comedy,34.813874788494076,4.013536379018612
"Believers, The (1987)",Horror|Thriller,29.470588235294116,2.911764705882353
Belizaire the Cajun (1986),Drama,42.84615384615385,3.4615384615384617
"Bell, Book and Candle (1958)",Comedy|Romance,40.947136563876654,3.7665198237885464
Belle de jour (1967),Drama,35.416666666666664,3.7261904761904763
"Bells, The (1926)",Crime|Drama,37.5,4.5
Belly (1998),Crime|Drama,18.5,3.25
Beloved (1998),Drama,30.58653846153846,3.1346153846153846
Beloved/Friend (Amigo/Amado) (1999),Drama,35.0,4.0
Ben-Hur (1959),Action|Adventure|Drama,33.69318181818182,4.110795454545454
Beneath the Planet of the Apes (1970),Action|Sci-Fi,33.14794520547945,2.9452054794520546
Benji (1974),Adventure|Children's,29.73076923076923,2.967948717948718
Benji the Hunted (1987),Adventure|Children's,26.677419354838708,2.3225806451612905
Benny & Joon (1993),Comedy|Romance,28.010395010395012,3.444906444906445
Bent (1997),Drama|War,31.25,3.5714285714285716
Besieged (L' Assedio) (1998),Drama,30.682926829268293,3.5121951219512195
Best Laid Plans (1999),Crime|Drama,28.095238095238095,3.4523809523809526
"Best Man, The (1999)",Drama,29.423423423423422,3.036036036036036
"Best Man, The (Il Testimone dello sposo) (1997)",Comedy|Drama,31.666666666666668,3.7777777777777777
Best Men (1997),Action|Comedy|Crime|Drama,27.8,2.825
"Best Years of Our Lives, The (1946)",Drama|War,37.46610169491525,4.122881355932203
Best in Show (2000),Comedy,29.861491628614917,4.073059360730594
Best of the Best 3: No Turning Back (1995),Action,24.88235294117647,1.6470588235294117
Betrayed (1988),Drama|Thriller,34.72093023255814,3.4302325581395348
Better Living (1998),Comedy,21.5,2.5
Better Living Through Circuitry (1999),Documentary,26.875,3.8125
Better Off Dead... (1985),Comedy,24.595338983050848,3.9216101694915255
Better Than Chocolate (1999),Comedy|Romance,29.41176470588235,3.514705882352941
"Beverly Hillbillies, The (1993)",Comedy,27.923076923076923,2.1923076923076925
Beverly Hills Cop III (1994),Action|Comedy,28.048295454545453,2.5056818181818183
Beverly Hills Ninja (1997),Action|Comedy,24.267241379310345,2.5474137931034484
"Bewegte Mann, Der (1994)",Comedy,29.22222222222222,3.888888888888889
Beyond Rangoon (1995),Drama|War,32.71264367816092,3.413793103448276
Beyond Silence (1996),Drama,36.0,3.761904761904762
Beyond the Mat (2000),Documentary,25.53731343283582,3.529850746268657
Beyond the Poseidon Adventure (1979),Adventure,37.705882352941174,1.9411764705882353
Bhaji on the Beach (1993),Comedy|Drama,38.17142857142857,3.857142857142857
Bicentennial Man (1999),Comedy|Drama|Sci-Fi,28.97911227154047,2.906005221932115
"Bicycle Thief, The (Ladri di biciclette) (1948)",Drama,31.976190476190474,4.357142857142857
Big (1988),Comedy|Fantasy,28.8336686787391,3.8558014755197854
"Big Blue, The (Le Grand Bleu) (1988)",Adventure|Romance,28.586206896551722,3.6551724137931036
Big Bully (1996),Comedy|Drama,18.916666666666668,1.9166666666666667
"Big Carnival, The (1951)",Drama,39.82051282051282,3.7948717948717947
"Big Chill, The (1983)",Comedy|Drama,33.472553699284006,3.8747016706443915
"Big Combo, The (1955)",Film-Noir,39.166666666666664,3.8333333333333335
"Big Country, The (1958)",Romance|Western,46.63492063492063,3.6507936507936507
Big Daddy (1999),Comedy,24.164348925410874,3.1352718078381794
"Big Green, The (1995)",Children's|Comedy,15.536585365853659,2.5609756097560976
"Big Hit, The (1998)",Action|Comedy,23.566137566137566,3.0899470899470898
"Big Kahuna, The (2000)",Comedy|Drama,29.957236842105264,3.3717105263157894
"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller,28.175934366453966,3.7383773928896993
Big Momma's House (2000),Comedy,24.355555555555554,2.4444444444444446
Big Night (1996),Drama,32.65777777777778,4.095555555555555
"Big One, The (1997)",Comedy|Documentary,26.735294117647058,4.0
"Big Sleep, The (1946)",Film-Noir|Mystery,36.613678373382626,4.312384473197782
"Big Squeeze, The (1996)",Comedy|Drama,25.857142857142858,1.8571428571428572
"Big Tease, The (1999)",Comedy,29.242424242424242,3.272727272727273
"Big Trees, The (1952)",Action|Drama,46.25,3.25
